id,company,role,location,industry,required_skills,duration_months,stipend
INT208,L&T,Operations Associate,City_134,Water & Sanitation,"['Arduino', 'Vue', 'Bookkeeping', 'Presentation']",3,6610
INT209,TCS,Supply Chain Analyst,City_336,Cloud Services,"['Social Media', 'Cloud', 'Copywriting', 'MS Word', 'SCADA', 'Scrum']",3,6538
INT210,HDFC Bank,Data Engineer,City_193,Mining,"['SharePoint', 'KYC', 'CATIA', 'VLSI Basics']",6,19134
INT211,Mahindra,Copywriter,Kalyan,Water & Sanitation,"['Documentation', 'Kubernetes', 'C', 'ServiceNow', 'Email Marketing']",6,18880
INT212,Tech Mahindra,Digital Marketer,City_251,Industry_011,"['HubSpot', 'MS PowerPoint', 'Rust', '3D Printing', 'Automation Testing']",6,15450
INT213,HCL,UI/UX Designer,City_260,Legal,"['Payroll', 'MATLAB']",3,17108
INT214,HDFC Bank,Customer Support,City_208,Mining,"['Painting', 'Powershell', 'CSR Implementation']",6,16026
INT215,Tata Steel,Business Analyst,Varanasi,Pharmaceuticals,"['Masonry', 'CRM', 'Raspberry Pi', 'IoT', 'Customer Relationship']",3,6759
INT216,TCS,Cybersecurity Analyst,City_346,Handloom,"['Powershell', 'R', 'GitHub']",3,14637
INT217,Wipro,Growth Marketer,City_232,Handloom,"['Nursing Assistance', 'Drones', '5S', 'Email Marketing', 'Inventory Management']",3,15354
INT218,Bajaj,Data Scientist,City_200,Manufacturing,"['Data Analysis', 'GitLab']",6,8274
INT219,Infosys,Digital Marketer,City_258,Insurance,"['Creativity', 'Solar Installation', 'Supply Chain', 'Django', 'Java', 'Field Survey']",12,5491
INT220,Infosys,Financial Analyst,City_302,Social Welfare,"['Communication', 'Retail Operations', 'Teamwork', 'CAD', 'STATA']",3,7593
INT221,Wipro,Operations Associate,City_305,Solar,"['SharePoint', 'C', 'Business Analysis', 'Manual Testing', 'Cloud']",12,18387
INT222,Maruti Suzuki,Project Manager,Bokaro,Analytics,"['Express', 'GCP', 'Store Management', 'Power BI', 'Linux']",3,11681
INT223,L&T,Project Manager,City_118,Industry_009,"['HubSpot', 'Graphic Design', 'Compliance', 'Customer Relationship', 'Medical Coding']",12,17644
INT224,Tech Mahindra,Technical Support,City_273,Media,"['SolidWorks', 'Finance', 'Painting', 'Git', 'Financial Modeling']",6,21844
INT225,Wipro,Business Analyst,Noida,Aerospace,"['Nursing Assistance', 'Microfinance', 'Design Systems', 'Problem Solving', 'Field Sales', 'Scrum']",6,13793
INT226,TCS,Data Analyst,City_347,Handloom,"['Branding', 'Surveying', 'Financial Modeling', 'SEO']",12,20309
INT227,ICICI Bank,Network Engineer,Malegaon,Courier,"['Power BI', 'AWS']",3,10051
INT228,Cognizant,Cybersecurity Analyst,City_230,GovTech,"['VLSI Basics', 'Social Work', 'Claims Processing', 'Insurance Underwriting', 'Public Speaking', 'Packaging']",12,7780
INT229,Mahindra,Finance Intern,City_204,Industry_012,"['Project Management', 'Food Safety', 'Content Writing']",12,10451
INT230,Mahindra,Cloud Engineer,Bhopal,Cold Chain,"['MS PowerPoint', 'Bookkeeping', 'Pharmacy Assistance', 'Git', 'Node.js', '5S']",6,5413
INT231,Aditya Birla,Recruiter,Amritsar,Telecommunications,"['Power Automate', 'Supply Chain', 'Agile', 'HTML', 'Jira', 'Lead Generation']",12,11368
INT232,TCS,Content Writer,City_312,Public Sector,"['POS Systems', 'Data Entry', 'Problem Solving', 'GCP']",6,12518
INT233,ICICI Bank,Full Stack Developer,City_118,CleanTech,"['NoSQL', 'EHR Systems']",12,8402
INT234,L&T,Data Scientist,City_203,Textiles,"['Critical Thinking', 'SEO', 'Adaptability', 'Spring', 'Payroll']",6,10644
INT235,HDFC Bank,Project Manager,City_131,Event Management,"['Confluence', 'Documentation', 'L&D', 'Angular']",12,11889
INT236,Tech Mahindra,Recruiter,City_186,Industry_003,"['5S', 'Raspberry Pi']",12,12125
INT237,Mahindra,Cybersecurity Analyst,City_283,Pharmaceuticals,"['Wind Turbine Basics', 'Pharmacy Assistance']",12,15502
INT238,HCL,QA Engineer,City_306,Aerospace,"['MS PowerPoint', 'Selenium', 'Problem Solving']",12,13370
INT239,Tech Mahindra,Recruiter,City_198,Marketing Services,"['SCADA', 'Payroll', 'Electrical Wiring', 'MS Word', 'Adaptability', 'Community Mobilization']",3,24623
INT240,TCS,Business Analyst,City_162,Railways,"['EHR Systems', 'Cloud', 'ISO 9001', 'Statistics', 'Requirements Gathering', 'Automation Testing']",12,9506
INT241,HDFC Bank,Content Writer,City_120,Retail,"['Store Management', 'Arduino']",12,17495
INT242,Tata Steel,Project Manager,Sambalpur,EdTech,"['Vulnerability Assessment', 'CATIA', 'Remote Sensing']",3,24411
INT243,Mahindra,Cloud Engineer,City_267,Non-Profit,"['CNC', 'ServiceNow', 'Statistics']",3,8693
INT244,Aditya Birla,Automation Tester,City_282,Ports & Shipping,"['Logistics', 'Docker']",12,11884
INT245,Wipro,HR Assistant,City_264,Media,"['CATIA', 'UI/UX', 'Linux', 'GCP', 'SPSS', 'CSS']",3,5488
INT246,Wipro,Product Manager,Sambalpur,Technology,"['Flask', 'Nursing Assistance']",12,17646
INT247,Mahindra,Copywriter,City_195,Biotechnology,"['Rust', 'Time Management']",12,24558
INT248,Aditya Birla,Full Stack Developer,City_286,Industry_001,"['Cashier', 'Operations', 'SPSS', 'C++', 'AutoCAD']",3,14682
INT249,HCL,Digital Marketer,City_197,Agriculture,"['Django', 'Merchandising', 'Accessibility', 'SolidWorks']",6,15463
INT250,Aditya Birla,Product Manager,City_329,Transportation,"['Time Management', 'Rural Outreach', 'React', 'SharePoint', 'Communication', 'Requirements Gathering']",6,23033
INT251,Aditya Birla,DevOps Engineer,Rohtak,Waste Management,"['Cold Chain', 'Electrical Wiring', 'Google Analytics', 'Food Processing']",3,6142
INT252,TCS,UI/UX Designer,Jaipur,Smart Cities,"['Bash', 'Python', 'Financial Modeling', 'Marketing', 'Lead Generation']",12,24278
INT253,Reliance,Finance Intern,Gwalior,Environmental Services,"['Phlebotomy', 'CSS']",6,19183
INT254,Cognizant,Automation Tester,City_200,Handloom,"['Deep Learning', 'Node.js', 'C', 'GIS']",6,17155
INT255,HDFC Bank,Full Stack Developer,Guwahati,Industry_005,"['Telemedicine Support', 'Canva']",6,5051
INT256,Maruti Suzuki,Finance Intern,City_278,Water & Sanitation,"['Inventory Management', 'VLSI Basics']",12,13810
INT257,Maruti Suzuki,Supply Chain Analyst,City_241,Education,"['VLSI Basics', 'C', 'Financial Modeling', 'CSR Implementation', 'CAD', 'Field Survey']",3,19086
INT258,Reliance,Recruiter,Hisar,AgriTech,"['Azure', 'GST', 'MS Excel', 'Merchandising', 'CNC', 'CAM']",12,18279
INT259,Wipro,Content Writer,City_311,Smart Cities,"['MS Word', 'Design Systems']",12,19203
INT260,L&T,Recruiter,City_267,Analytics,"['R', 'Lean', 'MS Word', 'Packaging', 'UAV Operation', 'Wind Turbine Basics']",6,7380
INT261,ICICI Bank,Software Developer,City_190,Entertainment,"['Bash', 'Taxation', 'Selenium', 'Express', 'CNC']",6,17355
INT262,TCS,Cybersecurity Analyst,City_305,Non-Profit,"['TypeScript', 'Machine Learning', 'MATLAB']",6,16747
INT263,Mahindra,Full Stack Developer,City_324,Social Welfare,"['CAD', 'Powershell', 'Bookkeeping', 'C', 'Social Media', 'Data Analysis']",12,5191
INT264,Maruti Suzuki,Growth Marketer,City_293,Oil & Gas,"['Node.js', 'Power Automate', 'Postman']",6,15997
INT265,L&T,Marketing Associate,Bhiwandi,Smart Cities,"['Selenium', 'SEM', 'Telemedicine Support', 'Deep Learning', 'HACCP']",12,9520
INT266,Mahindra,Business Analyst,City_198,Legal,"['Power Automate', 'Express', 'NLP']",12,23069
INT267,Wipro,Project Manager,Hubli–Dharwad,Legal,"['Warehouse Operations', 'AWS', 'Labor Laws', 'Technical Writing', 'GitLab', 'Kubernetes']",3,24764
INT268,Mahindra,Marketing Associate,City_263,Entertainment,"['Automation Testing', 'Angular']",12,13661
INT269,Tata Steel,Network Engineer,City_188,EdTech,"['Statistics', 'SolidWorks', 'Customer Relationship']",12,14622
INT270,ICICI Bank,Financial Analyst,Meerut,Waste Management,"['PowerApps', 'Critical Thinking', 'STATA', 'Python', 'PLC']",3,9139
INT271,Tech Mahindra,Full Stack Developer,City_188,Ports & Shipping,"['Laboratory Technician', 'PLC']",3,6631
INT272,Infosys,QA Engineer,City_205,Shared Services,"['Cold Chain', 'Requirements Gathering', 'Angular', 'JMeter']",3,11922
INT273,Tech Mahindra,DevOps Engineer,City_143,Roads & Highways,"['Problem Solving', 'Kubernetes', 'CAD']",12,15751
INT274,Cognizant,Network Engineer,City_144,Technology,"['Machine Learning', 'Presentation']",12,21931
INT275,Wipro,Cloud Engineer,City_135,Industry_006,"['Product Management', 'Deep Learning', 'Cloud', 'Talent Acquisition', 'Node.js']",6,22768
INT276,Cognizant,Data Engineer,City_192,Technology,"['Flask', 'Django', 'SharePoint', 'Finance', 'CAD']",12,6933
INT277,Infosys,ML Engineer,City_295,Oil & Gas,"['Embedded Systems', 'GitLab']",6,8578
INT278,Tech Mahindra,Automation Tester,Guwahati,Waste Management,"['L&D', 'Data Analysis', 'Risk Assessment']",3,16885
INT279,HCL,Growth Marketer,City_226,Media,"['Cloud', 'SIEM', 'CSS', 'SQL', 'Postman', 'Node.js']",6,24452
INT280,ICICI Bank,Automation Tester,Ahmedabad,Technology,"['Jira', 'EHR Systems', 'Surveying', 'Machine Learning', 'Critical Thinking']",12,15232
INT281,L&T,Cybersecurity Analyst,City_168,Industry_004,"['Graphic Design', 'GIS', 'Azure', 'CNC']",12,20346
INT282,Reliance,Operations Associate,City_285,Food & Beverage,"['HR', 'Customer Relationship', 'MATLAB']",12,13424
INT283,HDFC Bank,Growth Marketer,City_242,Industry_013,"['HR', 'Insurance Underwriting']",3,21864
INT284,Cognizant,DevOps Engineer,City_243,Courier,"['MS PowerPoint', 'Data Engineering', 'UI/UX', 'CSR Implementation']",12,7317
INT285,TCS,Project Manager,City_171,Education,"['Accounting', 'Community Mobilization', 'CAD']",12,18214
INT286,HCL,Automation Tester,Shimoga,Telecommunications,"['Content Writing', 'UI/UX', 'Power Automate', 'ServiceNow', 'Store Management']",6,19347
INT287,HDFC Bank,HR Assistant,City_124,Climate & Sustainability,"['Talent Acquisition', 'MS Word', 'Django']",6,13945
INT288,L&T,Copywriter,Ludhiana,Industry_010,"['Manual Testing', 'Cybersecurity', 'Electrical Wiring', 'AutoCAD', 'Adobe XD']",12,13236
INT289,Cognizant,Business Analyst,City_278,Aviation,"['AutoCAD', 'Social Media', 'GitLab']",6,12466
INT290,Reliance,Data Engineer,City_323,Food Processing,"['AWS', 'Typing', 'React', 'Lead Generation', 'CRM']",3,19598
INT291,Tech Mahindra,Finance Intern,City_142,Industry_005,"['Logistics', 'Taxation']",6,15995
INT292,ICICI Bank,Data Scientist,City_187,Dairy,"['Vulnerability Assessment', 'CAM', 'Bash']",12,5318
INT293,Bajaj,Data Analyst,City_277,Environmental Services,"['Excel', 'HTML', 'Teamwork', 'Masonry']",12,15140
INT294,Tata Steel,Software Developer,City_342,Gaming,"['Design Systems', 'Computer Vision']",3,8280
INT295,Mahindra,Technical Support,City_260,Metals,"['Arduino', 'Pharmacy Assistance']",3,9663
INT296,ICICI Bank,Customer Support,City_152,Industry_005,"['Packaging', 'Supply Chain', 'Angular', 'Pharmacy Assistance', 'EHR Systems']",3,10511
INT297,Aditya Birla,Software Developer,City_208,Industry_006,"['Financial Modeling', 'Design Systems', 'Google Analytics', 'Technical Writing', 'Medical Coding', 'Data Engineering']",12,10804
INT298,TCS,Mobile App Developer,Raipur,Event Management,"['Bash', 'Employee Engagement', 'Google Analytics']",12,16709
INT299,Tech Mahindra,Growth Marketer,Dhanbad,Finance,"['Recruitment', 'Field Survey', 'EHR Systems']",3,7586
INT300,ICICI Bank,ML Engineer,City_173,KPO,"['Customer Relationship', 'Surveying', 'Pharmacy Assistance']",12,24274
INT301,HDFC Bank,Finance Intern,City_325,Marketing Services,"['SQL', 'Employee Engagement', 'Digital Marketing', 'CSS']",6,8273
INT302,Maruti Suzuki,Finance Intern,Panipat,Defense,"['PCB Design', 'AutoCAD', 'React', 'Accounting', 'Laboratory Technician']",12,24329
INT303,Aditya Birla,Digital Marketer,City_330,Manufacturing,"['Food Safety', 'Microfinance', 'Flask']",3,5318
INT304,Reliance,Business Analyst,City_347,Marketing Services,"['Social Media', 'CSR Implementation', 'POS Systems']",3,11660
INT305,Tata Steel,Mobile App Developer,City_297,Aerospace,"['Marketing', 'Finance']",3,6029
INT306,Cognizant,UI/UX Designer,City_220,Education,"['Embedded Systems', 'Medical Coding', 'Field Survey', 'Digital Marketing', 'Flask', 'Node.js']",12,14826
INT307,Aditya Birla,Supply Chain Analyst,Bareilly,Shared Services,"['VLSI Basics', 'GitHub', 'Data Entry', 'Auditing']",6,12983
INT308,Cognizant,Digital Marketer,City_291,Climate & Sustainability,"['CSS', 'Taxation', 'Supply Chain']",3,6089
INT309,TCS,Copywriter,City_250,CSR,"['C', 'Wind Turbine Basics', 'JavaScript', 'Procurement', '3D Printing', 'L&D']",12,6926
INT310,Infosys,Recruiter,City_199,Industry_006,"['ISO 9001', 'Documentation', 'CSS', 'PowerApps', 'Medical Coding']",3,20695
INT311,L&T,Project Manager,City_349,Defense,"['UAV Operation', 'Cybersecurity', 'CNC']",6,15051
INT312,Bajaj,Cybersecurity Analyst,City_192,Shared Services,"['Python', 'Logistics']",6,20023
INT313,Reliance,Technical Support,Davanagere,Environmental Services,"['C++', 'Figma', 'Kubernetes', 'Painting']",6,5362
INT314,Infosys,Financial Analyst,Kaithal,Mining,"['Jira', 'MATLAB', 'Logistics', 'Powershell']",6,8465
INT315,Mahindra,Recruiter,City_131,Warehousing,"['Django', 'Plumbing', 'Powershell', 'UAV Operation', '3D Printing', 'EHR Systems']",3,12170
INT316,Maruti Suzuki,Product Manager,City_158,Environmental Services,"['Spring', 'C']",12,6046
INT317,Bajaj,Data Analyst,City_330,Horticulture,"['Auditing', 'Project Management']",3,22727
INT318,L&T,Data Engineer,City_212,Public Health,"['Project Management', 'C', 'DevOps', 'Tableau']",3,17583
INT319,Reliance,Finance Intern,Panvel,Hospitality,"['Java', 'Digital Marketing', 'Food Processing', 'CRM', 'Selenium', 'Rural Outreach']",12,23234
INT320,Maruti Suzuki,Recruiter,City_231,Water & Sanitation,"['Powershell', 'Machine Learning', 'Git', 'Electronics Repair', 'Claims Processing', 'CSR Implementation']",6,15213
INT321,Wipro,Content Writer,Meerut,Public Sector,"['Talent Acquisition', 'HACCP', 'GitLab']",3,9635
INT322,Mahindra,Digital Marketer,City_182,Social Welfare,"['Express', 'Jira', 'Postman']",6,5808
INT323,Tata Steel,Supply Chain Analyst,Bikaner,Technology,"['Tableau', 'Deep Learning', 'Customer Relationship', 'Kubernetes', 'Canva']",12,23046
INT324,TCS,Cloud Engineer,Durgapur,Handicrafts,"['Computer Vision', 'GIS', 'Zoho']",12,10600
INT325,Infosys,Digital Marketer,City_269,Aerospace,"['3D Printing', 'Public Speaking', 'Merchandising', 'Java', 'Pharmacy Assistance', 'Investment Research']",12,8095
INT326,Reliance,ML Engineer,Warangal,Aviation,"['UI/UX', 'MS PowerPoint', 'Tally', 'CRM', 'AutoCAD']",12,7672
INT327,Tata Steel,Operations Associate,City_161,CSR,"['Phlebotomy', 'Lean', 'Linux', 'Telemedicine Support', 'NLP']",6,23219
INT328,L&T,Data Analyst,Kalyan,Industry_011,"['Accessibility', 'ISO 9001', 'MS Excel', 'Social Work']",12,24787
INT329,Tech Mahindra,UI/UX Designer,Ranchi,MSME,"['IoT', 'CI/CD', 'Time Management', 'SCADA', 'ISO 9001']",3,21681
INT330,HDFC Bank,Marketing Associate,City_160,Media,"['Adaptability', 'AWS']",3,20622
INT331,Wipro,Software Developer,Varanasi,Logistics,"['UI/UX', 'VLSI Basics', 'Content Writing', 'MS PowerPoint', 'STATA', 'Plumbing']",3,9432
INT332,Aditya Birla,Growth Marketer,Tirupati,Consulting,"['Machine Learning', 'Marketing', 'Presentation', 'Surveying']",3,9314
INT333,Cognizant,Network Engineer,City_269,Industry_010,"['Flask', 'Talent Acquisition']",6,23916
INT334,Bajaj,Cybersecurity Analyst,Sonipat,Industry_004,"['FSSAI Compliance', 'STATA']",12,5427
INT335,Wipro,Data Analyst,City_325,BPO/ITES,"['Requirements Gathering', 'Retail Operations']",12,9891
INT336,HCL,Full Stack Developer,Ujjain,Defense,"['Leadership', 'Auditing', 'STATA', 'Medical Coding', 'Statistics']",3,17220
INT337,Tata Steel,UI/UX Designer,Nashik,Industry_014,"['Problem Solving', 'Deep Learning', 'Recruitment']",6,6541
INT338,Reliance,Project Manager,City_203,Courier,"['Packaging', 'Vue']",6,24492
INT339,HCL,Data Engineer,City_226,Smart Cities,"['Auditing', 'Procurement', 'Industrial Safety', 'NLP', 'Embedded Systems']",12,12348
INT340,Wipro,Technical Support,Coimbatore,Industry_002,"['Remote Sensing', 'Kubernetes']",12,7937
INT341,Reliance,Automation Tester,Jabalpur,Roads & Highways,"['GST', 'IoT', 'HTML', 'Docker']",12,22396
INT342,HCL,ML Engineer,Thane,FinTech,"['KYC', 'Typing', 'Requirements Gathering']",3,17684
INT343,Reliance,Cloud Engineer,Udaipur,CSR,"['SIEM', 'R']",6,20953
INT344,TCS,HR Assistant,Srinagar,Wind,"['CATIA', 'Financial Modeling', 'Recruitment', 'Logistics', 'JMeter']",3,17555
INT345,HCL,Cybersecurity Analyst,City_202,Real Estate,"['3D Printing', 'Adaptability']",6,16863
INT346,ICICI Bank,Data Analyst,City_156,Sports,"['PowerApps', 'Social Work', 'Power Automate', 'Jira']",6,6185
INT347,Mahindra,Growth Marketer,City_221,Dairy,"['Pharmacy Assistance', 'Branding', 'Raspberry Pi']",3,12363
INT348,Bajaj,Copywriter,City_177,Finance,"['GIS', 'Raspberry Pi', 'GST', 'Linux']",6,11218
INT349,Wipro,Full Stack Developer,Patiala,Metals,"['Labor Laws', 'R', 'Machine Learning']",6,9812
INT350,HDFC Bank,UI/UX Designer,City_211,Event Management,"['KYC', 'HubSpot', 'Surveying']",12,15504
INT351,HDFC Bank,Automation Tester,Udaipur,Automotive,"['Adaptability', 'Painting', 'HTML', 'MS Excel', 'Claims Processing', 'Teamwork']",12,8214
INT352,Tata Steel,Supply Chain Analyst,City_209,Tourism,"['Merchandising', 'Email Marketing', 'Retail Operations']",3,24686
INT353,Bajaj,Automation Tester,City_195,FinTech,"['SIEM', 'CAD', 'Salesforce']",3,9390
INT354,Tata Steel,Growth Marketer,City_145,Smart Cities,"['Investment Research', 'Food Safety', 'Vue']",6,22420
INT355,HCL,Product Manager,City_126,FinTech,"['SQL', 'Phlebotomy', 'Product Management']",3,7578
INT356,Tata Steel,Content Strategist,City_188,Event Management,"['Leadership', 'Warehouse Operations', 'Rust', 'Tally', 'POS Systems', 'Technical Writing']",6,20299
INT357,Maruti Suzuki,Network Engineer,City_200,Industry_003,"['FSSAI Compliance', 'Technical Writing', 'Leadership', 'Lead Generation', 'Zoho', 'Selenium']",6,24229
INT358,Tata Steel,Mobile App Developer,City_138,Industry_007,"['SIEM', 'Taxation', 'Product Management', 'Labor Laws']",6,23491
INT359,Mahindra,Full Stack Developer,City_139,Dairy,"['Store Management', 'PCB Design', 'Community Mobilization', 'Problem Solving', 'Bookkeeping']",3,19119
INT360,HCL,Mobile App Developer,City_144,Defense,"['GitLab', 'HubSpot']",6,17122
INT361,TCS,Recruiter,Kolkata,Food & Beverage,"['Welding', 'Branding', 'Time Management', 'Machine Learning']",6,11074
INT362,Maruti Suzuki,Content Writer,City_306,Tourism,"['SharePoint', 'Tally', 'PLC', 'Bookkeeping']",6,14898
INT363,Tech Mahindra,Finance Intern,Shimoga,Biotechnology,"['C', 'Selenium', 'Requirements Gathering']",3,12851
INT364,ICICI Bank,Technical Support,City_302,Aerospace,"['Bash', 'Operations', 'SPSS', 'SEO']",3,13676
INT365,Aditya Birla,Recruiter,City_299,Courier,"['ServiceNow', 'Docker', 'Recruitment']",3,14863
INT366,Maruti Suzuki,Marketing Associate,City_159,KPO,"['Automation Testing', 'CNC']",6,12209
INT367,Aditya Birla,Technical Support,City_235,Shared Services,"['Packaging', 'JavaScript']",3,22503
INT368,Aditya Birla,Automation Tester,Guntur,Ports & Shipping,"['Auditing', 'Linux', 'Azure', 'R', 'Data Analysis', 'Financial Modeling']",12,22989
INT369,Mahindra,Data Scientist,City_286,HealthTech,"['Docker', 'ISO 27001', 'Taxation', 'Drones']",6,10774
INT370,Reliance,Mobile App Developer,City_259,Smart Cities,"['Technical Writing', 'Packaging', 'Remote Sensing', 'Food Processing']",6,6592
INT371,Infosys,Financial Analyst,Rohtak,Cybersecurity,"['GIS', 'Food Processing', 'Go']",12,22335
INT372,Reliance,Customer Support,City_175,Industry_009,"['Adobe XD', 'Quality Assurance', 'Postman']",6,9327
INT373,Bajaj,Copywriter,City_205,Industry_002,"['Cold Chain', 'Networking', 'Cybersecurity', 'Six Sigma']",3,8652
